DATE,CUSTOMER ,ADDRESS,QUANTITY ,,RATE,,
,,4598 Province Line Rd Princeton ,,Sand Ew,$10.58/TON,,
,,4598 Province Line Rd Princeton ,,Stone,$5.07/TON,,
,,"1964 N BLACKHORSE PIKE williamstown, nj",,sand ,$4.18/TON,,
,,"1150 linden street camden, nj",,stone,$14.19/TON,,
,,Rt 130 & Friendship Rd South Brunswick,,Stone,$6.84/TON,,
07/07/2025,,"119 Commissioners Road, South Harrison, NJ",,Stone ,$15.64/ton,,
,,447 COUNTY LINE RD GILBRTSVILLE PA,,STONE,$19.31/ton,,
,,1920 RT 22 BOUND BROOK NJ,,STONE,$6.02/ton,,
,,NEWARK AIRPORT TERMINAL A NEWARK,,STONE,$10.70/ton,,
,,NEWARK AIRPORT TERMINAL A NEWARK,,SAND EW,$14.52/ton,,
,,9 DOGWOOD DR READINGTON,"came up as whitehouse station, please confirm",STONE,$7.66/ton,,
,,219 RT 202 FLEMINGTON,,STONE,$6.46/ton,,
,,219 RT 202 FLEMINGTON ,,SAND EW,$12.48/ton,,
,,5TH AVE & FLETCHING LAKE AVE BRADLEY BEACH,,STONE,$12.02/ton,,
,,"9125 academy road, philadelphia PA 19114",,STONE,$12.93/ton,,
,07/08/2025,"107 VAN LIEUS RD  RINGOES, NJ",,STONE,$6.21/TON,,
,Furino ,"800 W BROAD ST gibbstown, nj",25k dga ,stone,$14.88/TON,,
,,"570 Ellis Street, Glassboro, NJ 08028",,stone,$15.20/ton,,
,,"570 Ellis Street, Glassboro, NJ 08028",,sand,FR $4.81/ton,,
,,753 Route 40 Upper Pittsgrove Twp,,sand ,FR $5.95/ton,,
,,753 Route 40 Upper Pittsgrove Twp,,stone,$16.65/ton,,
,,300 Connell Dr Berkeley Heights ,,Stone,$8.11/ton,,
,,50 estates blvd skillman,,stone,$3.80/ton,,
,,648 Raymond Ave Newark,,Stone,$11.36/ton,,
,,501 Bartlett Ave. Tuckerton NJ 08087. ,,sand ew,$3.80/ton,,
,,327 Elm St South Plainfield ,,Stone ,$7.66/ton,,
,,"164 HEATHER LANE PRINCETON, NJ",,STONE,$3.80/ton,,
,,"Cestone Court and Dock  Eagleswood, NJ",,STONE,$11.18/ton,,
,,,,Sand EW,$9.94/ton,,
,,60 Clerico Lane Hillsborough ,,Stone,$3.80/TON,,
07/09/2025,FABBRI,"4 COLLINS DR., CARNEYS POINT, NJ",9500,CRUSHED/MV,MV - $15.20/TON,,
,,540 Doremus Ave Newark,,Stone,$11.21/TON,,
,,886 Lalor St Trenton,,Stone,$8.74/TON,,
,,1180 Rt 130 Robbinsville,,Stone ,$7.98/TON,,
,,1401 SICKLERVILLE RD SICKLERVILLE,,STONE,$14.67/TON,,
,,"879 cox rd moorestown, nj",,sand ,$9.44/TON,,
,,279 PRINCETON HIGHTSTOWN RD EAST WINDSOR,,STONE,$6.71/ton,,
,,279 PRINCETON HIGHTSTOWN RD EAST WINDSOR,,CC ETf,$3.80/ton,,
,,648 RAYMOND BLVD NEWARK,,CC ET,$12.95/ton,,
,,3 BREWSTER RD NEWARK,,STONE,$10.13/TON,,
,,135  GRAND ST PATERSON,,SAND EW,$17.19/TON,,
,,4111 SOUTH CLINTON AVE SOUTH PLAINFIELD,,STONE,$7.09/TON,,
,,4111 SOUTH CLINTON AVE SOUTH PLAINFIELD,,SAND EW,$11.59/TON,,
,,4111 SOUTH CLINTON AVE SOUTH PLAINFIELD,,CC ET,$8.44/TON,,
,,32 SOUTHARD AVE HOWELL,"*COMING UP FARMINGDALE 07727, PLEASE VERIFY",STONE,$11.32/TON,,
,,32 SOUTHARD AVE HOWELL,"*COMING UP FARMINGDALE 07727, PLEASE VERIFY",SAND EW,$10.58/TON,,
,,32 SOUTHARD AVE HOWELL,"*COMING UP FARMINGDALE 07727, PLEASE VERIFY",CCET,$5.13/TON,,
,,3131 PRINCETON PIKE LAWRENCE,,STONE,$6.52/TON,,
,,650 RT 518 SKILLMAN,,STONE,$3.80/TON,,
,,200 NORTH WARNER RD KING OF PRUSSIA PA,,STONE,$17.39/TON,,
,,765 us route 40 Pittsgrove NJ,,sand ,$6.08/TON,,
,,765 us route 40 Pittsgrove NJ,,stone,16.71/TON,,
,,"325 S. Hope Chapel Rd Jackson, NJ",,stone,$10.61/TON,,
,,"325 S. Hope Chapel Rd Jackson, NJ",,sand,$8.39/TON,,
,,"325 S. Hope Chapel Rd Jackson, NJ",,cc,BR $5.55/TON,,
,,364 Lanokan St Chester PA,LAMOKIN ST. ,Stone,$16.94/TON,,
,,49 West River Rd Rumson,,Stone ,$13.17/TON,,
,,49 West River Rd Rumson,,CC ET,$8.68/TON,,
,,70 Rt 31N Pennington,,Stone,$5.19/TON,,
,,70 Rt 31N Pennington,,SAND EW,$10.51/TON,,
,Casilio,"1035 Mauch Chunk Rd, Bethlehem, PA 18018","10,000 monthly ",sand,FR $23.49/TON EW $24.00/TON,,
,,"3901 Sharon Terrace. pennsauken, nj",,stone,$12.98/TON,,
,,14 Joe Ent Rd Flemington ,,Stone ,$8.42/TON,,
,,14 Joe Ent Rd Flemington ,,sand ,$14.50/TON,,
,,"245 High St E, Glassboro, NJ 08028",,stone,$15.20/TON,,
,,"245 High St E, Glassboro, NJ 08028",,sand ,FR - $4.43/TON,,
,,"Industrial Way in Oldmans Township,",comes up as Pedricktown,stone ,$16.09/ton,,
,,"114 Berlin Rd Stratford, New Jersey 08084 United States
",,stone,$12.86/ton,,
,,475 Sergeantsville Rd Flemington ,,Sand EW,$13.43/TON,,
,,475 Sergeantsville Rd Flemington ,,Stone,$7.54/TON,,
,,"431 Bay Ave Somers Point, NJ",,sand ,$9.41/TON,,
,,"431 Bay Ave Somers Point, NJ",,stone,$16.54/TON,,
,,"431 Bay Ave Somers Point, NJ",,cc,BL $11.58--WB $12.97--SH $13.61,,
,FIAAZANO,"1776 Chester Pike
Crum Lynne, PA 19022",,Stone,$16.51/TON,,
,FIAAZANO,"1776 Chester Pike
Crum Lynne, PA 19022",,FR SAND,$12.12/TON,,
,FIAAZANO,"201 S. Phoenixville Pike
Malvern, PA 19355",,stone,$20.07/TON,,
,FIAAZANO,"201 S. Phoenixville Pike
Malvern, PA 19355",,FR SAND,$15.99/TON,,
,FIAAZANO,"247 Sterner Mill Road
Trevose, PA 19053",,stone,$11.57/TON,,
,FIAAZANO,"247 Sterner Mill Road
Trevose, PA 19053",,FR SAND,$14.740/TON,,
,,444 frelinghuyson Ave Newark,,Stone,$10.26/TON,,
,,284 Broadway Ave Newark,,Stone,$11.15/TON,,
,,9 Progress Rd North Brunswick,,Stone,$6.59/TON,,
,,237 South Main St Flemington,,Stone,$6.59/TON,,
07/15/2025,CASILIO,1965 SILVEX RD BETHLEHEM PA 18015,10000,SAND EW/FR/PN,EW $28.58/ton / FR $22.84/ton /        PN $29.14/ton,,
,CASILIO,"6729 RUPPSVILLE RD. ALLENTOWN, PA 18104",10000,SAND EW/FR/PN,EW $30.17/ton / FR $22.37/ton /        PN $28.67/ton,,
,CASILIO,3102 BATH PIKE NAZARETH PA 18064,10000,SAND EW/FR/PN,EW $29.87/ton / FR $25.31/ton / PN $31.68/ton,,
,,Tempe Wick Rd & Mount Kimble Ave Harding,COMING UP AS MORRISTOWN,Sand EW,$13.30/TON,,
,PHILZ ,"440 W Chester Pike, Ridley Park, PA 19078",,salt,$11.72/ton,,
,JC ,"382 Egg Harbor Road Sewell, NJ 08080.",,stone,$14.69/TON,,
,JC,"382 Egg Harbor Road Sewell, NJ 08080.",,cc,WB CC $4.05/TON,,
,fizzano,"1776 Chester Pike Crum Lynne, PA 19022",,SAND PN,$17.49/TON,,
,fizzano,"201 S. Phoenixville Pike Malvern, PA 19355",,SAND PN,$20.50/TON,,
,fizzano,"247 Sterner Mill Road Trevose, PA 19053",,PN sand,21.00/TON,,
,earthmovers,"356 paulsboro rd swedesboro, nj",,FR sand,$7.22/TON,,
,nj site,144 Carranza Road Tabernacle,,stone,$11.53/TON,,
,nj site," 6807 Tilton Road, Egg Harbor Township",,STONE,$14.63/TON,,
,Furino,2000 Galloping Hill Rd Kenilworth,,STONE,$9.69/TON,,
,,2000 Galloping Hill Rd Kenilworth,,Sand EW,$14.82/TON,,
,Jersey Const,491 Dayton St Trenton ,,Stone,$8.49/TON,,
,,491 Dayton St Trenton ,,Sand Ew,$11.15/TON,,
,IEW,NEWARK AIRPORT TERMINAL A NEWARK,, Stone ,$10.70/TON,,
,Land Remediation ,236 Erie St Elizabeth,,Stone,$11.30/TON,,
,Lithos,607 Monroeville Rd Monroeville,,Stone,$15.70/TON,,
,,232 Old Deerfield Pike Bridgeton,,Stone,$18.04/TON,,
,Michels,76 Rt 518 Princeton,,Stone,$4.31/TON,,
,American Tracks ,134 Avenue I Newark,,Stone ,$10.20/TON,,
,kobo,"2600 Grant Ave., Philadelphia PA 19114.  ",,cc ph,$7.86/TON,,
,kobo,"2600 Grant Ave., Philadelphia PA 19114.  ",,cc mv,$7.29/TON,,
07/17/2025,LANDTEK,"160 Mansfield Road East Columbus, NJ 08022",,SAND ,EW $11.08/TON,,
,,51 Glen Rd Mountain Lakes ,,Stone,$9.56/TON,,
,Capital con,"733 NJ-72, Manahawkin NJ 08050",,stone,$10.48/TON,,
,,72 Roxicitus Rd Far Hills,,Stone,$7.79/TON,,
,,            4 dressage crt millstone      Twp 08535,,stone,$9.12/ton,,
,,"1035 Mauch Chunk Rd, Bethlehem, PA 18018",,PN,$29.79/TON,,
,,236 Erie St Elizabeth,,Sand EW,$14.58/TON,,
,Caruso,Tee Place & Country Club Dr Neptune,,Stone ,$11.26/TON,,
,,10 Colony Ct Parsippany ,,Sand EW,$15.58/ton,,
,,4000 Hadley Rd South Plainfield,,Stone,$7.16/ton,,
,,2400 Belle Place Linden,THIS MAPS AS BEDLE PLACE-PLEASE CONFIRM,Stone,$10.89/ton,,
,,575 Rt 440 Jersey City,,Stone,$11.59/TON,,
,Carbro,350 Starke Rd Carlstadt ,,Stone,$13.77/ton,,
,,350 Starke Rd Carlstadt ,,Sand EW,$17.90/ton,,
,,1714 Mt. Ephraim Ave in Camden. ,,stone,$13.41/ton,,
,,"405 CHERRIX AVE, EDGEWATER PARK NJ",,stone,$11.51/ton,,
,,1714 Mt. Ephraim Ave in Camden. ,,sand FR,$6.84/ton,,
07/18/2025,ATLANTIC CONCRETE PRODUCTS,"8900 OLD BRISTOL PIKE. TULLYTOWN, PA ",27K/YEAR STONE & 13K/YEAR SAND,STONE & SAND EW/FR/PN,,,
07/18/2025,PERFECT,"598 CHALLENGER WAY, JACKSON NJ",35 LOADS,STONE,$10.61/TON,,
,,"125 County House Road Blackwood, NJ 08012
",,stone,$14.86/TON,,
07/18/2025,VALIANT,"5005 MANITOE PARK 7TH ST., TOMS RIVER, NJ (SUBSTATION BEHIND A WAWA)",4 LOADS,STONE,$10.86/TON,,
,,122 Route 34 Farmingdale ,,,$11.72/ton,,
07/18/2025,NEIGHBORHOOD STONE,"32 ROBERT RD MANAHAWKIN, NJ",FOUND IT,GRAVEL/EW,$3.80/TON,,
,,"2 aldrin Ln., Brielle, NJ",,Stone ,$11.51/ton,,
,,"providence town center town center dr. collegeville, pa",,cc,LM $4.30/TON,,
,REMSCO,"680 Bennetts Mill Rd, Jackson, NJ 08527",,stone ,$10.86/TON,,
,REMSCO,"681 Bennetts Mill Rd, Jackson, NJ 08527",,cc,ET $6.14/TON,,
,REMSCO,"682 Bennetts Mill Rd, Jackson, NJ 08527",,sand,$9.47/TON,,
,GMP,"2000 US-9 Old Bridge, NJ",,CC,ET $5.57/TON,,
,GMP,"2001 US-9 Old Bridge, NJ",,STONE,$9.75/TON,,
,GMP,"2002 US-9 Old Bridge, NJ",,SAND,$11.40/TON,,
,,2144 E. State St Trenton,,Stone,$7.73/ton,,
,,2144 E. State St Trenton,,SAND EW,$11.02/ton,,
,earle,"burrsvile rd & jack martin brick, nj",,stone ,$10.94/TON,,
,RDA,"2 ALDRIN LANE, BRIELLE NJ",,Sand EW,$9.12/TON,,
,champ,"540 Williamstown Rd, Sicklerville, NJ 08081",,cc,WB $4.87/TON,,
,Forcine,"1 Red Lion Road - Philadelphia, PA 19115-",,cc mv ,$6.94/TON,,
,Forcine,"1 Red Lion Road - Philadelphia, PA 19115-",,cc ph,$9.08/TON,,
,Forcine,"1 Red Lion Road - Philadelphia, PA 19115-",,stone ,$13.85/TON,,
,Grade,"153 harding ave, bellmawr nj 08031",,stone ,$13.11/TON,,
,BRAGA,"328 N main st. waretown, nj",,stone,$10.53/ton,,
,,"101 maria loretta lane forked river, nj",,stone,$10.80/ton,,
,county con,"212 blackwood barnsboro rd blackwood, nj",,stone,$14.06/TON,,
,county con,"212 blackwood barnsboro rd blackwood, nj",,sand,$5.95/TON,,
,county con,"212 blackwood barnsboro rd blackwood, nj",,salt,$13.12/TON,,
,RG supply,"496 Landis Ave, Bridgeton, NJ 08302",,Sand PN,$8.30/TON,,
,RG supply,"496 Landis Ave, Bridgeton, NJ 08302",,Sand FR,$6.59/TON,,
,RG supply,"496 Landis Ave, Bridgeton, NJ 08302",,Sand EW,$15.19/TON,,
,,"212 blackwood barnsboro rd blackwood, nj",,sand ew ,$14.38/ton,,
,,15 lagoon ave long beach island nj,"*coming up as 15 S. Lagoon Dr, Beach Haven * please confirm",cc,BR - $10.45/TON / SH - $10.83/TON,,
,,17 Buchanan Rd Stockton ,,Stone,$8.74/ton,,
,driscoll,"Germantown Ave and Thompson Street, Fishtown, Philadelphia, 19222",,sand ,$11.46/ton,,
,driscoll,"Germantown Ave and Thompson Street, Fishtown, Philadelphia, 19222",,stone,$14.72/ton,,
,driscoll,"Germantown Ave and Thompson Street, Fishtown, Philadelphia, 19222",,cc,$5.14/ton,,
,,"12 Millcreek Road, Eastampton, NJ",,stone,$11.21/ton,,
,,"711-35 VINE ST, PHILLY PA",,belle mead,$14.71/ton,,
,,1 Comstock St New Brunswick,,Stone,$7.66/ton,,
,,ACE MP 18 Vicinity (Egg Harbor City/Mays Landing areas),,sand ,FR $7.68/TON,,
,USACOE,"401 Berkeley Ave, Beach Haven, NJ 08008",,STONE ,$13.27/TON,,
,,"6807 Tilton Road, Egg Harbor Township",,sand ,FR $8.93/TON,,
,,"100 Lancaster Ave - Ardmore, PA ",,stone,$17.16/ton,,
,,"130 chelsea ave bayville, nj",,stone,$11.08/TON,,
,,"130 chelsea ave bayville, nj",,sand,$6.59/TON,,
07/24/2025,SIMPSON BROWN,"250 plainsboro rd plainsboro twp , nj",3 LOADS,CRUSHED BR/ET,ET $5.76/TON -- BR $10.39/TON,,
07/24/2025,Hitest Design,"144 Main St., Flemington, NJ",1 LOAD list,DGA,$6.84/TON,,
,,Oval rd. Manasquan,,stone,$11.45/ton,,
,,"100 LANCASTER AVE ARDMORE, PA",,stone,$17.16/ton,,
,,"3000 W 4th Street, Chester, PA 19013",,stone ,$17.16/ton,,
,debex,"6702 WASHINGTON AVE EGG HARBOR, NJ",,STONE,$14.06/ton,,
07/25/2025,CREAMER,"1 Lanier Avenue, Philadelphia, PA 19145","GRAVEL EW (600 TN), STONE BM (100 TON), TOP SOIL FR (100)",EW SAND/GRAVEL,$18.12/TON,,
,,"1 Lanier Avenue, Philadelphia, PA 19145",,STONE,$15.93/TON,,
,,"1 Lanier Avenue, Philadelphia, PA 19145",,FR SAND,$11.03/TON,,
,,"2800 W Passyunk Ave., Philadelphia, PA 19145",,EW SAND/GRAVEL,$18.69/TON,,
,,"2800 W Passyunk Ave., Philadelphia, PA 19145",,STONE,$15.58/TON,,
,,"2800 W Passyunk Ave., Philadelphia, PA 19145",,FR SAND,$11.75/TON,,
,,229 Zion Rd Hillsborough ,,Stone,$4.43/ton,,
,, ,,Sand EW,$12.22/ton,,
,,449 Union Mill Rd in Mt laurel. ,,stone,$11.27/TON,,
,gmp,"10000 Sandmeyer Lane Philadelphia, PA",,SAND , FR $15.25/ton,,
,gmp,"10000 Sandmeyer Lane Philadelphia, PA",,STONE,$13.85/TON,,
,gmp,"10000 Sandmeyer Lane Philadelphia, PA",,CC,PH $9.08/TON--MV $7.64/TON,,
,,"90 cedar bridge rd manahawkin, nj",,stone ,$10.67/TON,,
,,"641 Swedesboro Rd, Gibbstown, NJ 08027",,Stone ,$14.60/TON,,
,NUEGENT,"79 Carranza Rd, Vincentown, NJ",,STONE,$11.21/ton,,
,NUEGENT,"79 Carranza Rd, Vincentown, NJ",,SAND,FR $8.93/ton--EW $9.69/TON,kl 7.95/ ton ,
,NUEGENT,"40 Burnt House Rd, Shamong, Nj 08088",,SAND,FR $7.60/ton--EW $10.83/TON,kl 7.60/ ton ,
,NUEGENT,"40 Burnt House Rd, Shamong, Nj 08088",,STONE,$12.29/TON,,
,NUEGENT,"79 Carranza Rd, Vincentown, NJ",carus,cc,SH $3.80/TON,,
,NUEGENT,"40 Burnt House Rd, Shamong, Nj 08088",,cc,SH $3.93/TON,,
,Stoffel,"1490 WEST BAY AVE BARNEGAT, NJ",,CC,SH $7.60/TON,,
,GMP,"“635 Johnson Rd Winslow, NJ.",MAPS AS SICKLERVILLE,sand ,FR $4.31/TON,,
,GMP,"“635 Johnson Rd Winslow, NJ.",MAPS AS SICKLERVILLE,stone,$14.55/TON,,
,GMP,"“635 Johnson Rd Winslow, NJ.",MAPS AS SICKLERVILLE,cc,WB  $4.56/TON,,
07/28/2025,SCS,23 Kuhl Rd Flemington ,,Stone ,$6.59/ton,,
,,408 Rt 202 Flemington,,Stone,$6.92/TON,,
,,"100 Lancaster Ave - Ardmore, PA",,sand,FR $13.55/TON,,
,,Bordentown on US-130. Intersection- Rising Sun Road. ,,stone,$8.68/TON,,
,,53 Strickland rd Freehold,,Stone ,$10.48/TON,,
,,53 Strickland rd Freehold,,CC ET,ET $4.10/TON,,
,,25 Richardson St New Brunswick ,,Stone,$7.11/TON,,
,,25 Richardson St New Brunswick ,,Sand EW,$10.94/TON,,
,, 25 Richardson St New Brunswick ,,CC ET,ET $6.93/TON,,
,,"1405 Perrineville Rd, Monroe Township, NJ",,Sand EW,$10.15/TON,,
,,"228 York Rd, Chesterfield, NJ 08515",,Stone ,$8.85/TON,,
,,"228 York Rd, Chesterfield, NJ 08515 ",,Cc,SH CC - $5.21/TON,,
,,1101 NEW FORD MILL RD MORRISVILLE PA,,STONE,$12.72/TON,,
,, 303 Monmouth Rd Millstone,,Stone ,$9.94/TON,,
,,34 Randolph Rd Howell,,Stone,$10.86/TON,,
,,"111 West Ave N Bridgeton NJ 
",,stone,$18.61/TON,,
,,"111 West Ave N Bridgeton NJ 
",,cc,WB $9.25/TON,,
,,"Stevenson Ave, Beverly, New Jersey 08010, United States",,stone,$11.65/TON,,
,,"552 Eaglebrook Drive Moorestown, New Jersey 08057

",,stone,$11.53/TON,,
,,"Rt 9 and Polly Pod Road Stafford Twp, nj",,stone,$10.29/TON,,
,,,,,,,
,,1183 Rt 206 Princeton,,Stone,$3.80/TON,,
,,1183 Rt 206 Princeton,228,CC ET & MV,ET - $6.76/TON / MV - $8.93/TON,,
,,1030 Rt 33 Hamilton twp,,Stone,$7.54/ton,,
,,1030 Rt 33 Hamilton twp,,Sand Ew,$10.39/ton,,
,pierson,"Panther Road and Juniper Street , Vineland NJ",2k tons,stone,$16.28/ton,,
,pierson,"Panther Road and Juniper Street , Vineland NJ",,sand ,FR - $6.19/TON / PN - $7.33/TON,,
,,"100 Ark Road, Mt Laurel, NJ, 08054 ",,stone,$10.56/TON,,
,,"105 NJ-70, Medford, NJ, 08055",,stone,$11.51/TON,,
,,"1655 Mount Holy Road Edgewater Park, NJ, 08010
",,stone,$11.40/TON,,
,,"1025 Deal Rd Ocean, NJ  07712",,Stone ,$12.02/TON,,
08/01/2025,LIEDTKA,"55 COLONIAL WOODS DR., WEST ORANGE, NJ",10000,STONE,$10.45/TON,,
,,1183 Rt 206 Princeton,,Sand EW,$9.94/TON,,
,,1400 Bay Blvd Seaside Heights NJ.,,stone,$12.13/ton,,
,,229 Rt 33 Manalapan,,Stone,$8.99/ton,,
,,"1490 WEST BAY AVE BARNEGAT, NJ",,cc br,$8.36/TON,,
,,"449 County Highway 612, Middle Township NJ",THIS IS COMING UP AS CAPE MAY COURT HOUSE,Sand PN  ,$9.37/TON,,
,,"449 County Highway 612, Middle Township NJ",,Stone ,$19.03/TON,,
,,"250 Memorial Ave, Camden, NJ 08103",,stone,$13.19/TON,,
,,"3200 NJ-37, Toms River,",,stone,$11.43/TON,,
,,"3200 NJ-37, Toms River,",,sand ,EW - $7.33/TON,,
,,1 Wiley Drive Somerset NJ.,,stone,$6.35/TON,,
,,"667 HOES LANE WEST, PISCATAWAY NJ",,EW/Sand,$11.15/ton,,
,,4 Yorkshire Court Marlton NJ.,,FR SAND,$6.87/TON,,
,,2780 KUSER RD HAMILTON,,STONE,$8.17/TON,,
,,2780 KUSER RD HAMILTON,,SAND EW,$10.64/TON,,
,,2780 KUSER RD HAMILTON,,CC MV & ET,ET - $5.28/TON / MV - $6.99/TON,,
,,120 CENTENNIAL AVE PISCATAWAY,,STONE,$6.27/TON,,
,,120 CENTENNIAL AVE PISCATAWAY,,SAND EW,$11.10/TON,,
,,120 CENTENNIAL AVE PISCATAWAY,,CC ET,$7.92/TON,,
,,351 DEANS RHODE HALL RD SOUTH BRUNSWICK,*COMING UP AS MONROE TWP,STONE,$7.33/TON,,
,,351 DEANS RHODE HALL RD SOUTH BRUNSWICK ,,SAND EW,$11.13/TON,,
,,351 DEANS RHODE HALL RD SOUTH BRUNSWICK,,CC ET,$5.51/TON,,
,,1412 RT 70 EAST CHERRY HILL,,Stone,$11.84/ton,,
,,500 BLVD OF THE AMERICAS LAKEWOOD NJ.,,stone,$10.94/TON,,
,,"34 BENNINGTON WAY WEST CREEK, NJ",,STONE,$10.74/ton,,
,,"2505 WOODBRIDGE AVE, EDISON NJ",,EW Sand,$11.91/ton,,
,,701 Newark Ave Jersey City,,Stone,$11.78/ton,,
,,80 wheeler pointrd newark nj,,stone,$10.37/TON,,
,,"32 3rd ST Marlton, NJ 08053",,stone,$12.03/TON,,
,,"1412 RT 70 E, CHERRY HILL NJ",,stone,$11.84/TON,,
,,493 County Ave Secaucus ,,Stone,$12.63/ton,,
,,"1008 Jericho  Lane Deptford NJ
",,stone,$14.12/ton,,
,,"CW Haines Blvd, Atco, NJ, 08004 ",,stone,$13.62/ton,,
08/07/2025,WICKLOW & LAURANO,"362 Rt 206 Flanders, NJ",,SALT,$20.15/ton,,
,WICKLOW & LAURANO,1041 RT 202/206 Bridgewater NJ,,SALT,$16.33/ton,,
,WICKLOW & LAURANO,160 Park Ave. Florham Park,,SALT,$20.63/ton,,
,WICKLOW & LAURANO,400 Connell Dr. Berkely Heights,,SALT,$18.48/ton,,
,WICKLOW & LAURANO,19 Chaplin Rd. Pine brook NJ,,SALT,$21.92/ton,,
,WICKLOW & LAURANO,"700 Linden Logistics Way, Linden NJ",,SALT,$19.05/ton,,
,WICKLOW & LAURANO,"295 RT 17, Paramus NJ",,SALT,$26.40/ton,,
,WICKLOW & LAURANO,50 Veronica Dr. Somerset NJ,,SALT,$13.12/ton,,
,WICKLOW & LAURANO,78 Moonachie Ave. Teterboro NJ,,SALT,$24.72/ton,,
,KOBO9999,"2600 Grant Ave, Philadelphia PA 19114",,Stone,$13.49/ton,,
08/07/2025,QUALITY,"510 & 512 ALPINE ST, FORKED RIVER, NJ",,STONE,$10.67/ton,,
08/07/2025,EARLE,"43 W SHREWSBURY AVE., LITTLE EGG HARBOR, NJ",,STONE,$12.84/ton,,
08/07/2025,PIONEER CONSTRUCTION,"325 OLD FARM RD., GLEN GARDNER, NJ 08826",,STONE/SAND EW,STONE - $ 10.75/TON / EW SAND - $ 16.64/TON,,
08/07/2025,EARLE,"75 MAIDSTONE PL, SOUTHAMPTON, NJ 08088",,STONE,$11.21/ton,,
,,2144 East State St Trenton,,CC ET & MV,ET $6.59/TON--MV $5.85/TON,,
,,"910 Kings Highway Woodstown, NJ 08098",,Stone ,$17.73/TON,,
,,41 Tunes Brook Dr - Brick Township,,Stone ,$11.18/TON,,
,,41 Tunes Brook Dr - Brick Township,,Sand ,$8.01/TON,,
,,"22000 Burlington Columbus Rd, Columbus, NJ 08022. ",,EW SAND,$10.89/TON,,
,,"667 Johnson Rd, Sicklerville, NJ 08081",,Sand ,$4.31/ton,,
,,41 Tunes Brook Dr - Brick Township,**DO WE KNOW TONS??**,"18"" rip",$22.11/TON,,
,,"228 York Rd, Chesterfield, NJ 08515",,sand fr,$11.02/TON,,
,,"Arizona Ave, Atlantic City, NJ 08401",,stone,$16.28/TON,,
,,"667 HOES LANE WEST, PISCATAWAY NJ",,Stone,$6.97/TON,,
,FABBRI,121 CORPORATE BLVD. ROBBINSVILLE,,CC SH,$7.28/TON,,
,county con,"515 Browning Road Bellmawr, NJ 08031",,stone,$12.84/TON,,
,Scheideler ,4557 Rt 33 Tinton Falls,,Sand Ew,$9.65/TON,,
,,201 Hamilton Rd Hillsborough ,,Sand EW,$10.83/TON,,
,,Rt 518 & Rt 601 Skillman,,Sand EW,$9.88/TON,,
,,W.Main St & Saylor Pond Rd Wrightstown ,,Stone ,$10.45/TON,,
,,W.Main St & Saylor Pond Rd Wrightstown ,,CC SH,$4.81/TON,,
08/12/2025,DIAMOND,"1960 BURLINGTON MT. HOLLY.  RD, WESTHAMPTON, NJ","11,000 TONS",CC BL,$9.37/TON,,
,,"1960 BURLINGTON MT. HOLLY RD, WESTHAMPTON, NJ",,CC WB,$9.18/TON. ,,
,,"1960 BURLINGTON MT. HOLLY RD, WESTHAMPTON, NJ",,CC PHL,$13.82/TON,,
,,"1960 BURLINGTON MT. HOLLY RD, WESTHAMPTON, NJ",,CC LM,$19.57/TON,TOLLS FOR THIS ARE OVER $100,
,"""","1960 BURLINGTON MT. HOLLY RD, WESTHAMPTON, NJ",,SAND FR,$12.35/TON,,
08/12/2025,CREAMER,"2211 LAWRENCEVILLE RD, LAWRENCE TWP NJ",,EW SAND,$10.45/TON,,
,,"2211 LAWRENCEVILLE RD, LAWRENCE TWP NJ",,STONE,$6.21/TON,,
,,Iannelli Rd Clarksboro NJ 08020,,FR Sand ,$6.97/TON,,
,,"1299 RT 38, HAINSPORT NJ",,stone,$11.08/ton,,
,,493 County Ave Secaucus ,,Stone ,$12.63/TON,,
,,60 N.Bacton Hill Rd Frazer PA,,STONE,$19.36/TON,,
,,60 N.Bacton Hill Rd Frazer PA,,Sand EW,$22.42/TON,,
,,82 Georgetown Franklin TPKE Princeton,,Stone,$4.31/TON,,
,,82 Georgetown Franklin TPKE Princeton,,Sand EW,$10.32/TON,,
,,100 North Gold Dr Robbinsville,,Stone,$8.04/TON,,
,,100 North Gold Dr Robbinsville,,Sand EW,$10.13/TON,,
,,100 North Gold Dr Robbinsville,,CC ET,$5.26/TON,,
,,350 Starke Rd Carlstadt,,Stone,$13.76/TON,,
,,350 Starke Rd Carlstadt,,Sand Ew,$17.91/TON,,
,,"217 Bentz Ave, lower township (Cape May",, sand ,EW $14.32/TON -  FR $13.62/TON,,
,,2009 Rancocas Rd in Burlington NJ ,,stone,9.88/TON,,
,,2010 Rancocas Rd in Burlington NJ ,,sand ew fr,EW $11.27/TON - FR $9.69/TON,,
,,"217 Bentz Ave, lower township (Cape May",,sand PN,$10.51/TON,,
,,"1271 S Mill St, Vineland, NJ 08360",, ,$16.20/ton,,
,,"1671 Beaver Dam Rd  Point Pleasant, NJ 08742",,Gravel,EW $9.37/TON,,
,,"1000 N 6th St, Camden, NJ 08102",,stone,$13.57/ton,,
,,"1000 N 6th St, Camden, NJ 08102",,sand ,FR - $7.22/TON,,
,,"1000 N 6th St, Camden, NJ 08102",,cc,WB - $4.10/TON,,
,,201 Erie St. Camden NJ 08102,,stone,$13.80/ton,,
